gene	cat	obs
SSH2	7.0000e+00	5
SSH2	8.0000e+00	5
SSH2	9.0000e+00	2
SSH2	1.0000e+01	2
SSH2	1.2000e+01	2
SSH2	1.6000e+01	1
SSH3	0.0000e+00	196
SSH3	1.0000e+00	100
SSH3	2.0000e+00	55
SSH3	3.0000e+00	38
SSH3	4.0000e+00	13
SSH3	5.0000e+00	3
SSH3	6.0000e+00	5
SSH3	7.0000e+00	1
SSH3	8.0000e+00	2
SSH3	9.0000e+00	2
SSH3	1.1000e+01	1
SSH3	1.3000e+01	1
SSMEM1	0.0000e+00	76
SSMEM1	1.0000e+00	31
SSMEM1	2.0000e+00	13
SSMEM1	3.0000e+00	9
SSMEM1	4.0000e+00	6
SSMEM1	5.0000e+00	1
SSMEM1	6.0000e+00	4
SSMEM1	7.0000e+00	2
SSMEM1	1.5000e+01	1
SSNA1	0.0000e+00	55
SSNA1	1.0000e+00	21
SSNA1	2.0000e+00	6
SSNA1	3.0000e+00	5
SSNA1	4.0000e+00	2
SSNA1	5.0000e+00	1
SSNA1	6.0000e+00	1
SSPN	0.0000e+00	55
SSPN	1.0000e+00	23
SSPN	2.0000e+00	13
SSPN	3.0000e+00	6
SSPN	4.0000e+00	10
SSPN	6.0000e+00	1
SSPN	8.0000e+00	1
SSPN	9.0000e+00	1
SSPN	1.3000e+01	2
SSR1	0.0000e+00	70
SSR1	1.0000e+00	27
SSR1	2.0000e+00	10
SSR1	3.0000e+00	5
SSR1	4.0000e+00	4
SSR1	5.0000e+00	2
SSR1	6.0000e+00	1
SSR1	7.0000e+00	1
SSR1	1.3000e+01	1
SSR1	1.5000e+01	1
SSR2	0.0000e+00	64
SSR2	1.0000e+00	12
SSR2	2.0000e+00	12
SSR2	3.0000e+00	10
SSR2	4.0000e+00	2
SSR3	0.0000e+00	57
SSR3	1.0000e+00	18
SSR3	2.0000e+00	7
SSR3	3.0000e+00	4
SSR3	4.0000e+00	3
SSR3	5.0000e+00	1
SSR4	0.0000e+00	36
SSR4	1.0000e+00	12
SSR4	2.0000e+00	7
SSR4	3.0000e+00	1
SSRP1	0.0000e+00	121
SSRP1	1.0000e+00	39
SSRP1	2.0000e+00	17
SSRP1	3.0000e+00	10
SSRP1	4.0000e+00	5
SSRP1	6.0000e+00	2
SSRP1	7.0000e+00	2
SSRP1	9.0000e+00	1
SSSCA1	0.0000e+00	83
SSSCA1	1.0000e+00	22
SSSCA1	2.0000e+00	12
SSSCA1	3.0000e+00	6
SSSCA1	5.0000e+00	1
SSSCA1	6.0000e+00	2
SSSCA1	7.0000e+00	1
SSSCA1	9.0000e+00	1
SST	0.0000e+00	27
SST	1.0000e+00	11
SST	2.0000e+00	6
SST	3.0000e+00	1
SST	4.0000e+00	1
SST	5.0000e+00	2
SST	8.0000e+00	1
SST	1.0000e+01	1
SST	1.1000e+01	1
SSTR1	0.0000e+00	129
SSTR1	1.0000e+00	46
SSTR1	2.0000e+00	15
SSTR1	3.0000e+00	8
SSTR1	4.0000e+00	3
SSTR1	5.0000e+00	3
SSTR1	7.0000e+00	1
SSTR2	0.0000e+00	110
SSTR2	1.0000e+00	36
SSTR2	2.0000e+00	23
SSTR2	3.0000e+00	8
SSTR2	4.0000e+00	2
SSTR2	5.0000e+00	1
SSTR2	6.0000e+00	2
SSTR3	0.0000e+00	121
SSTR3	1.0000e+00	50
SSTR3	2.0000e+00	34
SSTR3	3.0000e+00	29
SSTR3	4.0000e+00	15
SSTR3	5.0000e+00	5
SSTR3	6.0000e+00	7
SSTR3	7.0000e+00	1
SSTR3	8.0000e+00	3
SSTR3	9.0000e+00	1
SSTR3	1.1000e+01	1
SSTR3	1.3000e+01	1
SSTR4	0.0000e+00	183
SSTR4	1.0000e+00	63
SSTR4	2.0000e+00	24
SSTR4	3.0000e+00	23
SSTR4	4.0000e+00	7
SSTR4	5.0000e+00	2
SSTR4	6.0000e+00	2
SSTR4	7.0000e+00	1
SSTR4	9.0000e+00	2
SSTR4	1.6000e+01	2
SSTR5	0.0000e+00	111
SSTR5	1.0000e+00	59
SSTR5	2.0000e+00	51
SSTR5	3.0000e+00	35
SSTR5	4.0000e+00	18
SSTR5	5.0000e+00	8
SSTR5	6.0000e+00	1
SSTR5	7.0000e+00	2
SSTR5	8.0000e+00	5
SSTR5	9.0000e+00	1
SSTR5	1.1000e+01	1
SSTR5	1.3000e+01	3
SSTR5	1.7000e+01	1
SSU72	0.0000e+00	62
SSU72	1.0000e+00	23
SSU72	2.0000e+00	10
SSU72	3.0000e+00	9
SSU72	4.0000e+00	2
SSU72	5.0000e+00	2
SSU72	6.0000e+00	1
SSUH2	0.0000e+00	149
SSUH2	1.0000e+00	70
SSUH2	2.0000e+00	49
SSUH2	3.0000e+00	19
SSUH2	4.0000e+00	13
SSUH2	5.0000e+00	7
SSUH2	6.0000e+00	4
SSUH2	8.0000e+00	4
SSUH2	9.0000e+00	2
SSUH2	1.0000e+01	1
SSUH2	1.5000e+01	1
SSX1	0.0000e+00	133
SSX1	1.0000e+00	65
SSX1	2.0000e+00	20
SSX1	3.0000e+00	23
SSX1	4.0000e+00	10
SSX1	5.0000e+00	7
SSX1	6.0000e+00	4
SSX1	8.0000e+00	2
SSX1	1.0000e+01	1
SSX1	1.2000e+01	1
SSX2IP	0.0000e+00	194
SSX2IP	1.0000e+00	83
SSX2IP	2.0000e+00	37
SSX2IP	3.0000e+00	11
SSX2IP	4.0000e+00	4
SSX2IP	5.0000e+00	8
SSX2IP	6.0000e+00	3
SSX2IP	7.0000e+00	1
SSX2IP	1.7000e+01	1
SSX3	0.0000e+00	52
SSX3	1.0000e+00	32
SSX3	2.0000e+00	18
SSX3	3.0000e+00	4
SSX3	4.0000e+00	5
SSX3	5.0000e+00	1
SSX3	6.0000e+00	1
SSX3	7.0000e+00	1
SSX3	8.0000e+00	2
SSX3	9.0000e+00	1
SSX3	1.1000e+01	1
SSX4	0.0000e+00	9
SSX4	1.0000e+00	3
SSX4	2.0000e+00	7
SSX4	3.0000e+00	1
SSX4	4.0000e+00	1
SSX4	5.0000e+00	3
SSX4	8.0000e+00	1
SSX4B	0.0000e+00	12
SSX4B	1.0000e+00	7
SSX4B	2.0000e+00	2
SSX4B	3.0000e+00	2
SSX4B	4.0000e+00	5
SSX4B	9.0000e+00	1
SSX5	0.0000e+00	77
SSX5	1.0000e+00	32
SSX5	2.0000e+00	23
SSX5	3.0000e+00	16
SSX5	4.0000e+00	7
SSX5	5.0000e+00	2
SSX5	6.0000e+00	8
SSX5	7.0000e+00	1
SSX5	8.0000e+00	1
SSX5	1.7000e+01	1
SSX7	0.0000e+00	68
SSX7	1.0000e+00	35
SSX7	2.0000e+00	14
SSX7	3.0000e+00	17
SSX7	4.0000e+00	4
SSX7	5.0000e+00	2
SSX7	7.0000e+00	2
SSX7	8.0000e+00	1
SSX7	1.1000e+01	3
SSX7	1.4000e+01	1
ST13	0.0000e+00	100
ST13	1.0000e+00	42
ST13	2.0000e+00	16
ST13	3.0000e+00	11
ST13	5.0000e+00	2
ST13	6.0000e+00	1
ST13	9.0000e+00	1
ST13	1.3000e+01	1
ST14	0.0000e+00	232
ST14	1.0000e+00	128
ST14	2.0000e+00	52
ST14	3.0000e+00	29
ST14	4.0000e+00	16
ST14	5.0000e+00	7
ST14	6.0000e+00	3
ST14	7.0000e+00	7
ST14	8.0000e+00	3
ST14	9.0000e+00	1
ST14	1.0000e+01	1
ST14	1.2000e+01	1
ST14	1.3000e+01	2
ST18	0.0000e+00	309
ST18	1.0000e+00	126
ST18	2.0000e+00	66
ST18	3.0000e+00	31
ST18	4.0000e+00	14
ST18	5.0000e+00	13
ST18	6.0000e+00	5
ST18	7.0000e+00	4
ST18	8.0000e+00	3
ST18	9.0000e+00	1
ST20	0.0000e+00	27
ST20	1.0000e+00	8
ST20	2.0000e+00	4
ST20	3.0000e+00	2
ST20	4.0000e+00	1
ST20	5.0000e+00	1
ST20	8.0000e+00	3
ST20	1.6000e+01	1
ST20-MTHFS	3.0000e+00	1
ST3GAL1	0.0000e+00	89
ST3GAL1	1.0000e+00	30
ST3GAL1	2.0000e+00	20
ST3GAL1	3.0000e+00	12
ST3GAL1	4.0000e+00	6
ST3GAL1	5.0000e+00	3
ST3GAL1	6.0000e+00	1
ST3GAL1	7.0000e+00	3
ST3GAL1	8.0000e+00	1
ST3GAL1	1.0000e+01	1
ST3GAL1	1.1000e+01	1
ST3GAL2	0.0000e+00	94
ST3GAL2	1.0000e+00	37
ST3GAL2	2.0000e+00	21
ST3GAL2	3.0000e+00	7
ST3GAL2	4.0000e+00	5
ST3GAL2	5.0000e+00	2
ST3GAL2	8.0000e+00	1
ST3GAL3	0.0000e+00	122
ST3GAL3	1.0000e+00	63
ST3GAL3	2.0000e+00	24
ST3GAL3	3.0000e+00	9
ST3GAL3	4.0000e+00	4
ST3GAL3	5.0000e+00	2
ST3GAL3	6.0000e+00	4
ST3GAL3	7.0000e+00	3
ST3GAL3	1.5000e+01	1
ST3GAL4	0.0000e+00	83
ST3GAL4	1.0000e+00	32
ST3GAL4	2.0000e+00	18
ST3GAL4	3.0000e+00	9
ST3GAL4	4.0000e+00	2
ST3GAL4	5.0000e+00	5
ST3GAL4	6.0000e+00	3
ST3GAL4	7.0000e+00	2
ST3GAL5	0.0000e+00	142
ST3GAL5	1.0000e+00	57
ST3GAL5	2.0000e+00	26
ST3GAL5	3.0000e+00	14
ST3GAL5	4.0000e+00	8
ST3GAL5	5.0000e+00	2
ST3GAL5	6.0000e+00	2
ST3GAL5	7.0000e+00	1
ST3GAL5	8.0000e+00	2
ST3GAL5	9.0000e+00	1
ST3GAL5	1.5000e+01	1
ST3GAL6	0.0000e+00	103
ST3GAL6	1.0000e+00	47
ST3GAL6	2.0000e+00	21
ST3GAL6	3.0000e+00	9
ST3GAL6	4.0000e+00	5
ST3GAL6	5.0000e+00	4
ST3GAL6	1.3000e+01	2
ST3GAL6	1.4000e+01	1
ST3GAL6	1.5000e+01	1
ST5	0.0000e+00	354
ST5	1.0000e+00	141
ST5	2.0000e+00	71
ST5	3.0000e+00	30
ST5	4.0000e+00	18
ST5	5.0000e+00	12
ST5	6.0000e+00	4
ST5	7.0000e+00	5
ST5	8.0000e+00	1
ST5	9.0000e+00	2
ST5	1.0000e+01	2
ST5	1.3000e+01	1
ST5	1.6000e+01	2
ST6GAL1	0.0000e+00	99
ST6GAL1	1.0000e+00	45
ST6GAL1	2.0000e+00	21
ST6GAL1	3.0000e+00	10
ST6GAL1	4.0000e+00	10
ST6GAL1	5.0000e+00	3
ST6GAL2	0.0000e+00	218
ST6GAL2	1.0000e+00	77
ST6GAL2	2.0000e+00	29
ST6GAL2	3.0000e+00	12
ST6GAL2	4.0000e+00	12
ST6GAL2	5.0000e+00	3
ST6GAL2	6.0000e+00	4
ST6GAL2	7.0000e+00	2
ST6GAL2	8.0000e+00	1
ST6GAL2	9.0000e+00	2
ST6GAL2	1.0000e+01	1
ST6GAL2	1.1000e+01	3
ST6GAL2	1.2000e+01	1
ST6GAL2	1.4000e+01	1
ST6GAL2	1.5000e+01	1
ST6GALNAC1	0.0000e+00	189
ST6GALNAC1	1.0000e+00	81
ST6GALNAC1	2.0000e+00	48
ST6GALNAC1	3.0000e+00	36
ST6GALNAC1	4.0000e+00	16
ST6GALNAC1	5.0000e+00	14
ST6GALNAC1	6.0000e+00	4
ST6GALNAC1	7.0000e+00	3
ST6GALNAC1	8.0000e+00	3
ST6GALNAC1	1.2000e+01	1
ST6GALNAC1	1.4000e+01	1
ST6GALNAC2	0.0000e+00	126
ST6GALNAC2	1.0000e+00	53
ST6GALNAC2	2.0000e+00	27
ST6GALNAC2	3.0000e+00	11
ST6GALNAC2	4.0000e+00	9
ST6GALNAC2	5.0000e+00	8
ST6GALNAC2	6.0000e+00	1
ST6GALNAC2	7.0000e+00	3
ST6GALNAC2	8.0000e+00	4
ST6GALNAC3	0.0000e+00	98
ST6GALNAC3	1.0000e+00	36
ST6GALNAC3	2.0000e+00	21
ST6GALNAC3	3.0000e+00	13
ST6GALNAC3	4.0000e+00	6
ST6GALNAC3	5.0000e+00	4
ST6GALNAC3	9.0000e+00	1
ST6GALNAC3	1.6000e+01	1
ST6GALNAC4	0.0000e+00	89
ST6GALNAC4	1.0000e+00	52
ST6GALNAC4	2.0000e+00	32
ST6GALNAC4	3.0000e+00	14
ST6GALNAC4	4.0000e+00	2
ST6GALNAC4	5.0000e+00	2
ST6GALNAC4	7.0000e+00	1
ST6GALNAC4	8.0000e+00	2
ST6GALNAC5	0.0000e+00	112
ST6GALNAC5	1.0000e+00	39
ST6GALNAC5	2.0000e+00	26
ST6GALNAC5	3.0000e+00	14
ST6GALNAC5	4.0000e+00	4
ST6GALNAC5	5.0000e+00	1
ST6GALNAC5	6.0000e+00	1
ST6GALNAC5	7.0000e+00	1
ST6GALNAC5	8.0000e+00	2
ST6GALNAC6	0.0000e+00	111
ST6GALNAC6	1.0000e+00	51
ST6GALNAC6	2.0000e+00	26
ST6GALNAC6	3.0000e+00	14
ST6GALNAC6	4.0000e+00	15
ST6GALNAC6	5.0000e+00	3
ST6GALNAC6	6.0000e+00	2
ST6GALNAC6	7.0000e+00	4
ST6GALNAC6	9.0000e+00	1
ST6GALNAC6	1.0000e+01	1
ST7	0.0000e+00	148
ST7	1.0000e+00	46
ST7	2.0000e+00	19
ST7	3.0000e+00	14
ST7	4.0000e+00	5
ST7	5.0000e+00	6
ST7	6.0000e+00	2
ST7	7.0000e+00	1
ST7	8.0000e+00	1
ST7	1.0000e+01	2
ST7-OT4	0.0000e+00	50
ST7-OT4	1.0000e+00	21
ST7-OT4	2.0000e+00	6
ST7-OT4	3.0000e+00	2
ST7-OT4	4.0000e+00	1
ST7-OT4	5.0000e+00	3
ST7-OT4	7.0000e+00	1
ST7-OT4	8.0000e+00	1
ST7-OT4	1.0000e+01	1
ST7-OT4	1.3000e+01	1
ST7-OT4	1.7000e+01	2
ST7L	0.0000e+00	177
ST7L	1.0000e+00	71
ST7L	2.0000e+00	36
ST7L	3.0000e+00	15
ST7L	4.0000e+00	6
ST7L	5.0000e+00	8
ST7L	6.0000e+00	5
ST7L	7.0000e+00	4
ST7L	8.0000e+00	2
ST7L	9.0000e+00	1
ST7L	1.0000e+01	2
ST7L	1.1000e+01	1
ST7L	1.5000e+01	1
ST8SIA1	0.0000e+00	116
ST8SIA1	1.0000e+00	53
ST8SIA1	2.0000e+00	22
ST8SIA1	3.0000e+00	14
ST8SIA1	4.0000e+00	2
ST8SIA1	5.0000e+00	2
ST8SIA1	6.0000e+00	4
ST8SIA1	8.0000e+00	1
ST8SIA1	1.1000e+01	1
ST8SIA2	0.0000e+00	96
ST8SIA2	1.0000e+00	32
ST8SIA2	2.0000e+00	12
ST8SIA2	3.0000e+00	10
ST8SIA2	4.0000e+00	9
ST8SIA2	5.0000e+00	5
ST8SIA2	6.0000e+00	1
ST8SIA2	7.0000e+00	2
ST8SIA3	0.0000e+00	107
ST8SIA3	1.0000e+00	26
ST8SIA3	2.0000e+00	11
ST8SIA3	3.0000e+00	8
ST8SIA3	4.0000e+00	5
ST8SIA3	5.0000e+00	2
ST8SIA3	1.5000e+01	1
ST8SIA4	0.0000e+00	91
ST8SIA4	1.0000e+00	22
ST8SIA4	2.0000e+00	13
ST8SIA4	3.0000e+00	3
ST8SIA4	4.0000e+00	4
ST8SIA4	6.0000e+00	1
ST8SIA4	7.0000e+00	1
ST8SIA5	0.0000e+00	143
ST8SIA5	1.0000e+00	51
ST8SIA5	2.0000e+00	23
ST8SIA5	3.0000e+00	9
ST8SIA5	4.0000e+00	4
ST8SIA5	5.0000e+00	2
ST8SIA5	6.0000e+00	2
ST8SIA5	8.0000e+00	1
ST8SIA6	0.0000e+00	136
ST8SIA6	1.0000e+00	47
ST8SIA6	2.0000e+00	17
ST8SIA6	3.0000e+00	12
ST8SIA6	4.0000e+00	11
ST8SIA6	5.0000e+00	2
ST8SIA6	6.0000e+00	3
ST8SIA6	7.0000e+00	2
ST8SIA6	9.0000e+00	1
ST8SIA6	1.1000e+01	1
STAB1	0.0000e+00	838
STAB1	1.0000e+00	370
STAB1	2.0000e+00	210
STAB1	3.0000e+00	115
STAB1	4.0000e+00	72
STAB1	5.0000e+00	29
STAB1	6.0000e+00	14
STAB1	7.0000e+00	20
STAB1	8.0000e+00	8
STAB1	9.0000e+00	2
STAB1	1.0000e+01	2
STAB1	1.1000e+01	1
STAB1	1.6000e+01	1
STAB1	1.7000e+01	3
STAB2	0.0000e+00	901
STAB2	1.0000e+00	381
STAB2	2.0000e+00	188
STAB2	3.0000e+00	112
STAB2	4.0000e+00	63
STAB2	5.0000e+00	38
STAB2	6.0000e+00	21
STAB2	7.0000e+00	15
STAB2	8.0000e+00	9
STAB2	9.0000e+00	4
STAB2	1.0000e+01	2
STAB2	1.1000e+01	3
STAB2	1.2000e+01	4
STAB2	1.3000e+01	1
STAB2	1.4000e+01	2
STAB2	1.6000e+01	1
STAC	0.0000e+00	139
STAC	1.0000e+00	39
STAC	2.0000e+00	30
STAC	3.0000e+00	16
STAC	4.0000e+00	8
STAC	5.0000e+00	3
STAC	6.0000e+00	3
STAC	7.0000e+00	1
STAC	8.0000e+00	1
STAC	1.0000e+01	2
STAC2	0.0000e+00	137
STAC2	1.0000e+00	60
STAC2	2.0000e+00	41
STAC2	3.0000e+00	21
STAC2	4.0000e+00	9
STAC2	5.0000e+00	1
STAC2	6.0000e+00	2
STAC2	7.0000e+00	2
STAC2	8.0000e+00	1
STAC2	9.0000e+00	1
STAC3	0.0000e+00	118
STAC3	1.0000e+00	43
STAC3	2.0000e+00	18
STAC3	3.0000e+00	10
STAC3	4.0000e+00	6
STAC3	5.0000e+00	3
STAC3	6.0000e+00	1
STAC3	7.0000e+00	1
STAC3	8.0000e+00	1
STAC3	9.0000e+00	1
STAG1	0.0000e+00	232
STAG1	1.0000e+00	69
STAG1	2.0000e+00	22
STAG1	3.0000e+00	13
STAG1	4.0000e+00	9
STAG1	5.0000e+00	1
STAG1	6.0000e+00	1
STAG1	1.2000e+01	1
STAG2	0.0000e+00	103
STAG2	1.0000e+00	31
STAG2	2.0000e+00	12
STAG2	3.0000e+00	3
STAG2	5.0000e+00	2
STAG2	6.0000e+00	1
STAG3	0.0000e+00	349
STAG3	1.0000e+00	148
STAG3	2.0000e+00	74
STAG3	3.0000e+00	25
STAG3	4.0000e+00	26
STAG3	5.0000e+00	5
STAG3	6.0000e+00	2
STAG3	7.0000e+00	4
STAG3	8.0000e+00	2
STAG3	1.5000e+01	2
STAM	0.0000e+00	162
STAM	1.0000e+00	67
STAM	2.0000e+00	33
STAM	3.0000e+00	15
STAM	4.0000e+00	8
STAM	5.0000e+00	1
STAM	6.0000e+00	5
STAM	8.0000e+00	1
STAM2	0.0000e+00	176
STAM2	1.0000e+00	57
STAM2	2.0000e+00	27
STAM2	3.0000e+00	14
STAM2	4.0000e+00	7
STAM2	5.0000e+00	5
STAM2	7.0000e+00	1
STAM2	9.0000e+00	1
STAMBP	0.0000e+00	126
STAMBP	1.0000e+00	52
STAMBP	2.0000e+00	28
STAMBP	3.0000e+00	11
STAMBP	4.0000e+00	7
STAMBP	5.0000e+00	2
STAMBP	6.0000e+00	4
STAMBP	8.0000e+00	2
STAMBPL1	0.0000e+00	166
STAMBPL1	1.0000e+00	66
STAMBPL1	2.0000e+00	17
STAMBPL1	3.0000e+00	17
STAMBPL1	4.0000e+00	6
STAMBPL1	5.0000e+00	4
STAMBPL1	6.0000e+00	3
STAMBPL1	8.0000e+00	1
STAMBPL1	9.0000e+00	1
STAMBPL1	1.2000e+01	1
STAMBPL1	1.4000e+01	1
STAP1	0.0000e+00	93
STAP1	1.0000e+00	46
STAP1	2.0000e+00	22
STAP1	3.0000e+00	7
STAP1	4.0000e+00	3
STAP1	5.0000e+00	1
STAP1	6.0000e+00	2
STAP1	8.0000e+00	2
STAP2	0.0000e+00	136
STAP2	1.0000e+00	66
STAP2	2.0000e+00	30
STAP2	3.0000e+00	23
STAP2	4.0000e+00	8
STAP2	5.0000e+00	7
STAP2	6.0000e+00	4
STAP2	7.0000e+00	2
STAP2	1.1000e+01	1
STAP2	1.7000e+01	1
STAR	0.0000e+00	109
STAR	1.0000e+00	52
STAR	2.0000e+00	27
STAR	3.0000e+00	8
STAR	4.0000e+00	8
STAR	5.0000e+00	1
STAR	7.0000e+00	2
STAR	8.0000e+00	2
STARD10	0.0000e+00	129
STARD10	1.0000e+00	57
STARD10	2.0000e+00	27
STARD10	3.0000e+00	15
STARD10	4.0000e+00	3
STARD10	5.0000e+00	3
STARD10	6.0000e+00	3
STARD10	7.0000e+00	2
STARD10	8.0000e+00	1
STARD10	9.0000e+00	1
STARD10	1.4000e+01	1
STARD13	0.0000e+00	378
STARD13	1.0000e+00	150
STARD13	2.0000e+00	76
STARD13	3.0000e+00	45
STARD13	4.0000e+00	23
STARD13	5.0000e+00	12
STARD13	6.0000e+00	9
STARD13	7.0000e+00	12
STARD13	8.0000e+00	2
STARD13	1.1000e+01	1
STARD13	1.2000e+01	1
STARD13	1.4000e+01	1
STARD13	1.5000e+01	1
STARD3	0.0000e+00	160
STARD3	1.0000e+00	73
STARD3	2.0000e+00	45
STARD3	3.0000e+00	17
STARD3	4.0000e+00	13
STARD3	5.0000e+00	3
STARD3	6.0000e+00	2
STARD3	7.0000e+00	2
STARD3	8.0000e+00	3
STARD3	9.0000e+00	1
STARD3	1.2000e+01	2
STARD3	1.7000e+01	1
STARD3NL	0.0000e+00	70
STARD3NL	1.0000e+00	23
STARD3NL	2.0000e+00	9
STARD3NL	3.0000e+00	4
STARD3NL	7.0000e+00	1
STARD4	0.0000e+00	72
STARD4	1.0000e+00	28
STARD4	2.0000e+00	17
STARD4	3.0000e+00	5
STARD4	4.0000e+00	6
STARD4	5.0000e+00	2
STARD4	7.0000e+00	1
STARD5	0.0000e+00	56
STARD5	1.0000e+00	26
STARD5	2.0000e+00	13
STARD5	3.0000e+00	6
STARD5	4.0000e+00	3
STARD5	5.0000e+00	6
STARD5	6.0000e+00	1
STARD5	7.0000e+00	2
STARD5	8.0000e+00	2
STARD5	1.0000e+01	2
STARD6	0.0000e+00	89
STARD6	1.0000e+00	38
STARD6	2.0000e+00	18
STARD6	3.0000e+00	5
STARD6	4.0000e+00	5
STARD6	7.0000e+00	2
STARD6	9.0000e+00	1
STARD6	1.2000e+01	1
STARD6	1.3000e+01	1
STARD6	1.5000e+01	1
STARD7	0.0000e+00	117
STARD7	1.0000e+00	39
STARD7	2.0000e+00	15
STARD7	3.0000e+00	6
STARD7	4.0000e+00	3
STARD7	5.0000e+00	3
STARD7	7.0000e+00	3
STARD7	8.0000e+00	1
STARD7	1.5000e+01	1
STARD8	0.0000e+00	238
STARD8	1.0000e+00	90
STARD8	2.0000e+00	44
STARD8	3.0000e+00	36
STARD8	4.0000e+00	20
STARD8	5.0000e+00	14
STARD8	6.0000e+00	6
STARD8	7.0000e+00	7
STARD8	8.0000e+00	3
STARD8	9.0000e+00	1
STARD8	1.0000e+01	1
STARD8	1.1000e+01	2
STARD8	1.3000e+01	1
STARD9	0.0000e+00	1329
STARD9	1.0000e+00	500
STARD9	2.0000e+00	209
STARD9	3.0000e+00	120
STARD9	4.0000e+00	69
STARD9	5.0000e+00	28
STARD9	6.0000e+00	19
STARD9	7.0000e+00	18
STARD9	8.0000e+00	9
STARD9	9.0000e+00	4
STARD9	1.0000e+01	3
STARD9	1.1000e+01	7
STARD9	1.2000e+01	1
STARD9	1.4000e+01	2
STARD9	1.5000e+01	2
STAT1	0.0000e+00	80
STAT1	1.0000e+00	31
STAT1	2.0000e+00	5
STAT1	3.0000e+00	3
STAT1	4.0000e+00	5
STAT1	5.0000e+00	1
STAT1	6.0000e+00	2
STAT1	9.0000e+00	1
STAT2	0.0000e+00	190
STAT2	1.0000e+00	68
STAT2	2.0000e+00	38
STAT2	3.0000e+00	11
STAT2	4.0000e+00	7
STAT2	5.0000e+00	6
STAT2	6.0000e+00	1
STAT2	1.0000e+01	1
STAT2	1.1000e+01	1
STAT2	1.2000e+01	2
STAT2	1.3000e+01	1
STAT3	0.0000e+00	95
STAT3	1.0000e+00	26
STAT3	2.0000e+00	3
STAT3	3.0000e+00	6
STAT3	4.0000e+00	5
STAT3	5.0000e+00	2
STAT3	6.0000e+00	1
STAT3	1.0000e+01	1
STAT4	0.0000e+00	177
STAT4	1.0000e+00	42
STAT4	2.0000e+00	20
STAT4	3.0000e+00	5
STAT4	4.0000e+00	8
STAT4	5.0000e+00	4
STAT4	6.0000e+00	2
STAT4	7.0000e+00	3
STAT4	8.0000e+00	1
STAT5A	0.0000e+00	180
STAT5A	1.0000e+00	61
STAT5A	2.0000e+00	32
STAT5A	3.0000e+00	17
STAT5A	4.0000e+00	8
STAT5A	5.0000e+00	11
STAT5A	7.0000e+00	1
STAT5A	1.0000e+01	1
STAT5B	0.0000e+00	133
STAT5B	1.0000e+00	47
STAT5B	2.0000e+00	18
STAT5B	3.0000e+00	11
STAT5B	4.0000e+00	4
STAT5B	5.0000e+00	5
STAT5B	6.0000e+00	2
STAT5B	8.0000e+00	1
STAT5B	9.0000e+00	1
STAT6	0.0000e+00	213
STAT6	1.0000e+00	83
STAT6	2.0000e+00	36
STAT6	3.0000e+00	24
STAT6	4.0000e+00	5
STAT6	5.0000e+00	2
STAT6	6.0000e+00	3
STAT6	7.0000e+00	4
STAT6	8.0000e+00	1
STAT6	1.0000e+01	1
STATH	0.0000e+00	22
STATH	1.0000e+00	13
STATH	2.0000e+00	7
STATH	3.0000e+00	4
STATH	4.0000e+00	2
STATH	5.0000e+00	3
STATH	6.0000e+00	1
STATH	8.0000e+00	1
STAU1	0.0000e+00	157
STAU1	1.0000e+00	47
STAU1	2.0000e+00	13
STAU1	3.0000e+00	17
STAU1	4.0000e+00	3
STAU1	5.0000e+00	3
STAU1	7.0000e+00	2
STAU1	9.0000e+00	1
STAU1	1.1000e+01	1
STAU1	1.5000e+01	1
STAU2	0.0000e+00	173
STAU2	1.0000e+00	55
STAU2	2.0000e+00	24
STAU2	3.0000e+00	18
STAU2	4.0000e+00	6
STAU2	5.0000e+00	1
STAU2	6.0000e+00	2
STAU2	8.0000e+00	2
STAU2	1.1000e+01	2
STAU2	1.7000e+01	2
STC1	0.0000e+00	56
STC1	1.0000e+00	15
STC1	2.0000e+00	8
STC1	3.0000e+00	4
STC1	4.0000e+00	4
STC1	5.0000e+00	1
STC1	7.0000e+00	1
STC2	0.0000e+00	80
STC2	1.0000e+00	31
STC2	2.0000e+00	16
STC2	3.0000e+00	10
STC2	4.0000e+00	3
STC2	6.0000e+00	1
STC2	7.0000e+00	4
STEAP1	0.0000e+00	107
STEAP1	1.0000e+00	44
STEAP1	2.0000e+00	20
STEAP1	3.0000e+00	9
STEAP1	4.0000e+00	5
STEAP1	5.0000e+00	2
STEAP1	6.0000e+00	2
STEAP1	7.0000e+00	1
STEAP1B	0.0000e+00	112
STEAP1B	1.0000e+00	38
STEAP1B	2.0000e+00	11
STEAP1B	3.0000e+00	10
STEAP1B	4.0000e+00	8
STEAP1B	5.0000e+00	1
STEAP1B	6.0000e+00	1
STEAP1B	7.0000e+00	3
STEAP1B	8.0000e+00	1
STEAP1B	9.0000e+00	2
STEAP1B	1.0000e+01	1
STEAP1B	1.2000e+01	1
STEAP1B	1.3000e+01	1
STEAP1B	1.4000e+01	8
STEAP1B	1.6000e+01	2
STEAP2	0.0000e+00	167
STEAP2	1.0000e+00	46
STEAP2	2.0000e+00	22
STEAP2	3.0000e+00	19
STEAP2	4.0000e+00	11
STEAP2	5.0000e+00	4
STEAP2	6.0000e+00	2
STEAP2	9.0000e+00	1
STEAP2	1.0000e+01	1
STEAP2	1.2000e+01	1
